source,id,id_raw,tier_raw,tier,seq,title,description
nist_800_53_v4,nist_800_53_v4:si-4(13),SI-4 (13),Enhancement,2,13,Analyze Traffic / Event Patterns,The organization: Analyzes communications traffic/event patterns for the information system; Develops profiles representing common traffic patterns and/or events; and Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.
nist_800_53_v4,nist_800_53_v4:si-4(14),SI-4 (14),Enhancement,2,14,Wireless Intrusion Detection,The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.
nist_800_53_v4,nist_800_53_v4:si-4(15),SI-4 (15),Enhancement,2,15,Wireless To Wireline Communications,The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.
nist_800_53_v4,nist_800_53_v4:si-4(16),SI-4 (16),Enhancement,2,16,Correlate Monitoring Information,The organization correlates information from monitoring tools employed throughout the information system.
nist_800_53_v4,nist_800_53_v4:si-4(17),SI-4 (17),Enhancement,2,17,Integrated Situational Awareness,"The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness."
nist_800_53_v4,nist_800_53_v4:si-4(18),SI-4 (18),Enhancement,2,18,Analyze Traffic / Covert Exfiltration,"The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information."
nist_800_53_v4,nist_800_53_v4:si-4(19),SI-4 (19),Enhancement,2,19,Individuals Posing Greater Risk,The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.
nist_800_53_v4,nist_800_53_v4:si-4(2),SI-4 (2),Enhancement,2,2,Automated Tools For Real-Time Analysis,The organization employs automated tools to support near real-time analysis of events.
nist_800_53_v4,nist_800_53_v4:si-4(20),SI-4 (20),Enhancement,2,20,Privileged Users,The organization implements [Assignment: organization-defined additional monitoring] of privileged users.
nist_800_53_v4,nist_800_53_v4:si-4(21),SI-4 (21),Enhancement,2,21,Probationary Periods,The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].
nist_800_53_v4,nist_800_53_v4:si-4(22),SI-4 (22),Enhancement,2,22,Unauthorized Network Services,The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].
nist_800_53_v4,nist_800_53_v4:si-4(23),SI-4 (23),Enhancement,2,23,Host-Based Devices,The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].
nist_800_53_v4,nist_800_53_v4:si-4(24),SI-4 (24),Enhancement,2,24,Indicators Of Compromise,"The information system discovers, collects, distributes, and uses indicators of compromise."
nist_800_53_v4,nist_800_53_v4:si-4(3),SI-4 (3),Enhancement,2,3,Automated Tool Integration,The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.
nist_800_53_v4,nist_800_53_v4:si-4(4),SI-4 (4),Enhancement,2,4,Inbound And Outbound Communications Traffic,The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.
nist_800_53_v4,nist_800_53_v4:si-4(5),SI-4 (5),Enhancement,2,5,System-Generated Alerts,The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].
nist_800_53_v4,nist_800_53_v4:si-4(7),SI-4 (7),Enhancement,2,7,Automated Response To Suspicious Events,The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].
nist_800_53_v4,nist_800_53_v4:si-4(9),SI-4 (9),Enhancement,2,9,Testing Of Monitoring Tools,The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].
nist_800_53_v4,nist_800_53_v4:si-4a.,SI-4a.,Statement,2,1,,"The organization: Monitors the information system to detect: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and Unauthorized local, network, and remote connections;"
nist_800_53_v4,nist_800_53_v4:si-4b.,SI-4b.,Statement,2,2,,The organization: Identifies unauthorized use of the information system through [Assignment: organization-defined techniques and methods];
nist_800_53_v4,nist_800_53_v4:si-4c.,SI-4c.,Statement,2,3,,The organization: Deploys monitoring devices: Strategically within the information system to collect organization-determined essential information; and At ad hoc locations within the system to track specific types of transactions of interest to the organization;
nist_800_53_v4,nist_800_53_v4:si-4d.,SI-4d.,Statement,2,4,,"The organization: Protects information obtained from intrusion-monitoring tools from unauthorized access, modification, and deletion;"
nist_800_53_v4,nist_800_53_v4:si-4e.,SI-4e.,Statement,2,5,,"The organization: Heightens the level of information system monitoring activity whenever there is an indication of increased risk to organizational operations and assets, individuals, other organizations, or the Nation based on law enforcement information, intelligence information, or other credible sources of information;"
nist_800_53_v4,nist_800_53_v4:si-4f.,SI-4f.,Statement,2,6,,"The organization: Obtains legal opinion with regard to information system monitoring activities in accordance with applicable federal laws, Executive Orders, directives, policies, or regulations; and"
nist_800_53_v4,nist_800_53_v4:si-4g.,SI-4g.,Statement,2,7,,The organization: Provides [Assignment: organization-defined information system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].
nist_800_53_v4,nist_800_53_v4:si-5,SI-5,Control,1,5,"Security Alerts, Advisories, and Directives",
nist_800_53_v4,nist_800_53_v4:si-5(1),SI-5 (1),Enhancement,2,1,Automated Alerts And Advisories,The organization employs automated mechanisms to make security alert and advisory information available throughout the organization.
nist_800_53_v4,nist_800_53_v4:si-5a.,SI-5a.,Statement,2,1,,"The organization: Receives information system security alerts, advisories, and directives from [Assignment: organization-defined external organizations] on an ongoing basis;"
nist_800_53_v4,nist_800_53_v4:si-5b.,SI-5b.,Statement,2,2,,"The organization: Generates internal security alerts, advisories, and directives as deemed necessary;"
nist_800_53_v4,nist_800_53_v4:si-5c.,SI-5c.,Statement,2,3,,"The organization: Disseminates security alerts, advisories, and directives to: [Selection (one or more): [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]]; and"
nist_800_53_v4,nist_800_53_v4:si-5d.,SI-5d.,Statement,2,4,,"The organization: Implements security directives in accordance with established time frames, or notifies the issuing organization of the degree of noncompliance."
nist_800_53_v4,nist_800_53_v4:si-6,SI-6,Control,1,6,Security Function Verification,
nist_800_53_v4,nist_800_53_v4:si-6(2),SI-6 (2),Enhancement,2,2,Automation Support For Distributed Testing,The information system implements automated mechanisms to support the management of distributed security testing.
nist_800_53_v4,nist_800_53_v4:si-6(3),SI-6 (3),Enhancement,2,3,Report Verification Results,The organization reports the results of security function verification to [Assignment: organization-defined personnel or roles].
nist_800_53_v4,nist_800_53_v4:si-6a.,SI-6a.,Statement,2,1,,The information system: Verifies the correct operation of [Assignment: organization-defined security functions];
nist_800_53_v4,nist_800_53_v4:si-6b.,SI-6b.,Statement,2,2,,The information system: Performs this verification [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]];
nist_800_53_v4,nist_800_53_v4:si-6c.,SI-6c.,Statement,2,3,,The information system: Notifies [Assignment: organization-defined personnel or roles] of failed security verification tests; and
nist_800_53_v4,nist_800_53_v4:si-6d.,SI-6d.,Statement,2,4,,The information system: [Selection (one or more): shuts the information system down; restarts the information system; [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.
nist_800_53_v4,nist_800_53_v4:si-7,SI-7,Control,1,7,"Software, Firmware, and Information Integrity",
nist_800_53_v4,nist_800_53_v4:si-7(1),SI-7 (1),Enhancement,2,1,Integrity Checks,"The information system performs an integrity check of [Assignment: organization-defined software, firmware, and information] [Selection (one or more): at startup; at [Assignment: organization-defined transitional states or security-relevant events]; [Assignment: organization-defined frequency]]."
